"space_id","space_name","space_type","building_id","floor_id","lattitude","longitude"
2300,"1201-7211-clwa-1201",Room,47,227,,
2155,"2300-5192-clwa-2300",Room,75,474,,
1696,aud189-8351-clwa-aud189,Room,124,405,,
769,"140-hall-0021-clwa-140-hall",Room,64,250,,
1262,"318-2213-clwa-318",Room,21,315,,
880,"4850-0044-clwa-4850",Room,67,270,,
1334,"221hall-3042-clwa-221hall",Room,95,335,,
1311,"305-3033-clwa-305",Room,26,327,,
1855,"2511-2222-clwa-2511",Room,22,430,,
1574,"262-6012-clwb-262",Room,39,372,,
1248,"100-2121-clwd-100",Room,88,312,,
1649,"118Khall-8101-clwa-118Khall",Room,117,392,,
2331,"1100a-7281-clwa-1100a",Room,48,228,,
1539,"329hall-6003-clwa-329hall",Room,109,369,,
1528,"100b-6001-clwa-100b",Room,109,367,,
2522,"100-t201-clwd-100",Room,151,515,,
2157,"2300-5192-clwc-2300",Room,75,474,,
2112,"5339a-5035-clwa-5339a",Room,74,468,,
733,cafe-8501-clwa-cafe,Room,55,238,,
630,drumsouth-5202b-clwb-drumsouth,Room,35,209,,
853,"3200-0033-clwa-3200",Room,65,254,,
2107,"4137Hall-5034-clwa-4137Hall",Room,74,467,,
2189,"1700-6051-clwd-1700",Room,40,217,,
1564,"207a-6012-clwa-207a",Room,39,372,,
1713,"102-8391-clwa-102",Room,81,407,,
1874,"1112-3081-clwa-1112",Room,27,198,,
2000,-1101-3211b-clwa-1101,Room,129,444,,
1502,-104-5201b-clwa-104,Room,35,363,,
1917,"4200-3084-clwa-4200",Room,27,436,,
796,b68-400b-clwb-b68,Room,66,255,,
664,lecture-6051-clwj-lecture,Room,40,217,,
1541,"359hall-6003-clwa-359hall",Room,109,369,,
2459,beach-c042b-clwa-beach,Room,139,500,,
1436,"210-4152-clwa-210",Room,103,352,,
2272,"3341-6113-clwa-3341",Room,134,478,,
562,Study-1012-clwd-Study,Room,14,175,,
2405,"3200-8453-clwb-3200",Room,54,236,,
1638,"216-7262-clwa-216",Room,115,388,,
956,L002hall-836b-clwa-L002hall,Room,53,282,,
584,cbooks-113b1-clwa-cbooks,Room,17,182,,
1784,"3218-2133-clwa-3218",Room,126,419,,
1911,"4110-3084-clwa-4110",Room,27,436,,
1600,"341-6103-clwa-341",Room,77,376,,
534,courtyard-0082-clwb-courtyard,Room,3,163,,
1984,"5019-3145-clwa-5019",Room,128,442,,
1095,c110-113c1-clwa-c110,Room,17,303,,
934,"3000-0083-clwa-3000",Room,3,281,,
529,Lobby-0081-clwa-Lobby,Room,3,162,,
749,training-9031-clwa-training,Room,10,243,,
2452,"250-c042-clwc-250",Room,139,500,,
1438,"222-4152-clwa-222",Room,103,352,,
1407,"100-4111-clwb-100",Room,101,348,,
2047,hwy-1214-4021-clwa-hwy-1214,Room,130,453,,
1606,"435-6104-clwa-435",Room,77,377,,
1197,"569hall-2015-clwa-569hall",Room,18,186,,
1994,"6029-3146-clwa-6029",Room,128,443,,
2100,"2236Hall-5032-clwa-2236Hall",Room,74,465,,
2451,"200-c042-clwc-200",Room,139,500,,
1547,"474-6004-clwa-474",Room,109,370,,
2097,"1416-5031-clwa-1416",Room,74,464,,
1828,"1368-2151-clwa-1368",Room,127,427,,
759,b17-111b-clwa-b17,Room,63,249,,
1556,"142-6011-clwa-142",Room,39,216,,
594,phoenix-2041-clwc-phoenix,Room,19,189,,
2021,"2006-3252-clwa-2006",Room,29,448,,
729,hall-8453-clwb-hall,Room,54,236,,
1364,"104-4001-clwd-104",Room,66,343,,
1781,"1290-2131-clwa-1290",Room,126,417,,
632,drumnorth-5204b-clwa-barSouth,Room,35,210,,
1018,"5500hall-0085-clwa-5500hall",Room,3,164,,
2409,"4002-8454-clwa-4002",Room,54,237,,
1830,"2307-2152-clwa-2307",Room,127,428,,
703,courthouse-6821-clwa-courthouse,Room,42,222,,
2381,"1331hall-8431-clwa-1331hall",Room,82,494,,
1389,"385-4003-clwa-385",Room,66,345,,
2545,wellness-v341-clwa-wellness,Room,154,521,,
2287,"1050-6531-clwa-1050",Room,135,480,,
1908,"3406-3083-clwa-3406",Room,27,435,,
1016,"5402-0085-clwa-5402",Room,3,164,,
2298,"1021-7211-clwa-1021",Room,47,227,,
2485,"200-i412-clwg-200",Room,144,505,,
1340,"100-3051-clwe-100",Room,96,336,,
2274,"4011-6114-clwa-4011",Room,134,479,,
2543,"350-twr3-clwb-350",Room,153,520,,
1118,a134d-113a1-clwa-a134d,Room,17,302,,
2425,"3126hall-8503-clwa-3126hall",Room,55,496,,
1580,"100-6101-clwd-100",Room,77,374,,
1533,"200-6002-clwa-200",Room,109,368,,
1932,"5440-3085-clwa-5440",Room,27,437,,
1352,"120a-3171-clwa-120a",Room,99,340,,
1486,"279-5022-clwa-279",Room,68,358,,
1229,"101-2101-clwa-101",Room,20,190,,
1030,"107-0901-clwa-107",Room,83,289,,
2163,"3114hallway-5193-clwa-3114hallway",Room,75,475,,
922,"1036-0081-clwa-1036",Room,3,162,,
1662,a120-8171-clwa-a120,Room,120,396,,
2142,"1200-5191-clwf-1200",Room,75,473,,
1148,g221-113g2-clwa-g221,Room,17,301,,
921,"1035hall-0081-clwa-1035hall",Room,3,162,,
1884,"1200-3081-clwe-1200",Room,27,198,,
1207,"140-2021-clwa-140",Room,86,306,,
1154,a229-113a2-clwd-a229,Room,17,302,,
1550,"553-6005-clwa-553",Room,109,371,,
663,lecture-6051-clwi-lecture,Room,40,217,,
559,study-1012-clwa-study,Room,14,175,,
1575,"303-6013-clwa-303",Room,39,373,,
1216,"228-2022-clwa-228",Room,86,307,,
1774,"2142-2112-clwa-2142",Room,6,413,,
2520,"100-t201-clwb-100",Room,151,515,,
2373,"3107-8363-clwa-3107",Room,53,492,,
2057,"3120-4023-clwa-3120",Room,130,455,,
781,"330-0023-clwb-330",Room,64,252,,
602,room3-0231-clwa-room3,Room,7,168,,
573,study-1022-clwb-study,Room,5,177,,
1759,"1010a-1051-clwa-1010a",Room,16,181,,
1266,"416-2214-clwa-416",Room,21,316,,
1877,"1130-3081-clwa-1130",Room,27,198,,
829,g240-214b-clwa-g240,Room,71,262,,
1687,f114-8311-clwa-f114,Room,122,403,,
2161,"2639hallway-5192-clwa-2639hallway",Room,75,474,,
1344,"114-3111-clwa-114",Room,28,199,,
898,"212hall-0582-clwa-212hall",Room,76,274,,
1592,"216hall-6102-clwa-216hall",Room,77,375,,
2179,"1110-6051-clwb-1110",Room,40,217,,
2390,"1219-8451-clwa-1219",Room,54,234,,
1591,"207hall-6102-clwa-207hall",Room,77,375,,
1658,a122b-8131-clwa-a122b,Room,119,395,,
2113,"5414-5035-clwa-5414",Room,74,468,,
578,sorting-1023-clwb-sorting,Room,5,178,,
1432,"122-4151-clwa-122",Room,103,351,,
609,breezeway-3031-clwa-breezeway,Room,26,197,,
670,lounge-6052-clwa-lounge,Room,40,218,,
2087,"1311-4171-clwa-1311",Room,73,461,,
1201,"762-2017-clwa-762",Room,18,188,,
1122,c138-113c1-clwa-c138,Room,17,303,,
1302,"424-3024-clwa-424",Room,25,325,,
2291,"2040-6532-clwa-2040",Room,135,481,,
1599,"335-6103-clwa-335",Room,77,376,,
885,b370hall-503b-clwa-b370hall,Room,74,271,,
1394,"453-4004-clwa-453",Room,66,346,,
835,"1111-0031-clwc-1111",Room,65,263,,
2387,"1014-8451-clwa-1014",Room,54,234,,
1586,"110-6101-clwb-110",Room,77,374,,
2532,garage-tuh1-clwa-garage,Room,152,517,,
839,"1131-0031-clwb-1131",Room,65,263,,
1238,"272-hall-2102-clwa-272-hall",Room,20,310,,
2335,"1043hall-8191-clwa-1043hall",Room,137,489,,
776,"310b-0023-clwa-310b",Room,64,252,,
1746,"344hall-8393-clwa-344hall",Room,81,409,,
757,pavillion-9172a-clwa-pavilion,Room,61,247,,
1956,"1600-3141-clwc-1600",Room,128,438,,
883,b321hall-503b-clwa-b321hall,Room,74,271,,
631,barnorth-5204b-clwa-barNorth,Room,35,210,,
2066,"4300-4024-clwa-4300",Room,130,456,,
2117,-2124-5172a-clwa-2124,Room,133,470,,
2110,"4404Hall-5034-clwa-4404Hall",Room,74,467,,
1401,hwy540-4005-clwa-hwy540,Room,66,347,,
2395,"2101-8452-clwa-2101",Room,54,235,,
1553,"108-6011-clwa-108",Room,39,216,,
1786,"4206-2134-clwa-4206",Room,126,420,,
2426,"130-a011-clwa-130",Room,138,497,,
1639,"218-7262-clwa-218",Room,115,388,,
1015,"5200-0085-clwa-5200",Room,3,164,,
2091,"3215-4173-clwa-3215",Room,73,463,,
1434,"124-4151-clwa-124",Room,103,351,,
678,hallway-6052-clwe-hallway,Room,40,218,,
1047,"550hall-1025-clwa-550hall",Room,5,293,,
860,b132-401b-clwa-b132,Room,30,265,,
1308,"202-3032-clwa-202",Room,26,326,,
1205,"122-2021-clwa-122",Room,86,306,,
940,"3034hall-0083-clwa-3034hall",Room,3,281,,
2540,"220-twr2-clwa-220",Room,153,519,,
1247,"100-2121-clwc-100",Room,88,312,,
671,hallway-6052-clwb-hallway,Room,40,218,,
1001,b417hall-845b-clwa-b417hall,Room,54,287,,
677,lecture-6052-clwd-lecture,Room,40,218,,
914,G203-721b-clwa-G203,Room,47,278,,
1380,"270-4002-clwa-270",Room,66,344,,
1365,"108-4001-clwa-108",Room,66,343,,
655,hallway-6051-clwd-hallway,Room,40,217,,
1682,f110-8311-clwc-f110,Room,122,403,,
1859,"3310-2223-clwa-3310",Room,22,431,,
1366,"114-4001-clwa-114",Room,66,343,,
2197,"2510-6052-clwa-2510",Room,40,218,,
1275,"114-2341-clwa-114",Room,93,322,,
1181,"107-2011-clwa-107",Room,18,183,,
1618,"233-6252-clwa-233",Room,110,379,,
1766,"1100-2111-clwb-1100",Room,6,412,,
561,study-1012-clwc-study,Room,14,175,,
1918,"4200-3084-clwb-4200",Room,27,436,,
574,study-1022-clwc-study,Room,5,177,,
1348,-120-3131a-clwa-120,Room,97,338,,
2185,"1600-6051-clwd-1600",Room,40,217,,
1557,"143-6011-clwa-143",Room,39,216,,
1370,"184-4001-clwa-184",Room,66,343,,
2122,-2403-5172b-clwa-2403,Room,133,470,,
1507,-212-5202b-clwa-212,Room,35,209,,
1863,"4216hall-2224-clwa-4216hall",Room,22,432,,
2279,"4120-6114-clwa-4120",Room,134,479,,
911,G028-721b-clwa-G028,Room,47,278,,
2362,"2104-8362-clwa-2104",Room,53,491,,
872,"3650-0043-clwa-3650",Room,67,269,,
873,"3750-0043-clwa-3750",Room,67,269,,
1221,"270-2022-clwb-270",Room,86,307,,
1317,"444hall-3034-clwa-444hall",Room,26,328,,
2195,"2500-6052-clwa-2500",Room,40,218,,
1138,c215-113c2-clwa-c215,Room,17,303,,
2049,"1432-4021-clwa-1432",Room,130,453,,
2450,"250-c042-clwb-250",Room,139,500,,
1433,"122-4151-clwb-122",Room,103,351,,
1710,"285-8352-clwa-285",Room,124,406,,
924,b005Ahall-820b-clwa-b005Ahall,Room,79,280,,
1523,"110-5351-clwa-110",Room,107,365,,
2455,"200-c042-clwe-200",Room,139,500,,
1727,"204-8392-clwa-204",Room,81,408,,
2334,"1033hall-8191-clwa-1033hall",Room,137,489,,
1153,a229-113a2-clwc-a229,Room,17,302,,
1690,"132-8351-clwa-132",Room,124,405,,
1331,"100-3041-clwa-100",Room,95,334,,
1467,"100-5011-clwj-100",Room,106,356,,
2219,"3400hall-6053-clwa-3400hall",Room,40,219,,
1931,"5400-3085-clwa-5400",Room,27,437,,
1756,"3100-1013-clwa-3100",Room,14,411,,
2135,-4403-5174b-clwb-4403,Room,133,472,,
2411,"4054-8454-clwa-4054",Room,54,237,,
1795,"2200-2142-clwa-2200",Room,71,423,,
1255,"116-2211-clwa-116",Room,21,191,,
825,paciolan1-9031-clwa-paciolan1,Room,10,243,,
614,atrium-3251-clwa-atrium,Room,29,200,,
2422,"3000a-8503-clwa-3000a",Room,55,496,,
996,"4827hall-0084-clwa-4827hall",Room,3,286,,
2364,"2112-8362-clwa-2112",Room,53,491,,
1297,"346-3023-clwa-346",Room,25,324,,
800,"102hallway-0041-clwa-102hallway",Room,67,256,,
2165,"3300-5193-clwa-3300",Room,75,475,,
1996,"6122-3146-clwa-6122",Room,128,443,,
1577,"100-6101-clwa-100",Room,77,374,,
662,lecture-6051-clwh-lecture,Room,40,217,,
2414,"4400-8454-clwa-4400",Room,54,237,,
1950,"1431-3141-clwa-1431",Room,128,438,,
1362,"104-4001-clwb-104",Room,66,343,,
1901,"3111-3083-clwb-3111",Room,27,435,,
1970,"3065-3143-clwa-3065",Room,128,440,,
1836,"3366-2153-clwa-3366",Room,127,429,,
899,"324-0583-clwa-324",Room,76,275,,
1120,a134b-113a1-clwb-a134b,Room,17,302,,
2079,"1200-4031-clwa-1200",Room,131,458,,
990,"4460hall-0084-clwa-4460hall",Room,3,286,,
1527,"3125-0592-clwa-3125",Room,108,366,,
1387,"361-4003-clwa-361",Room,66,345,,
2449,"200-c042-clwb-200",Room,139,500,,
1127,c200-113c2-clwc-c200,Room,17,303,,
1779,"5130-2115-clwa-5130",Room,6,416,,
701,cardiohall-6802-clwa-cardiohall,Room,41,221,,
2191,"2100-6052-clwb-2100",Room,40,218,,
2037,hallway-3026-4013-clwa-hallway-3026,Room,30,450,,
2333,"1023hall-8191-clwa-1023hall",Room,137,489,,
712,paciolan-7131-clwa-paciolan,Room,46,226,,
1319,"529hall-3035-clwa-529hall",Room,26,329,,
865,"169-0411-clwb-169",Room,72,266,,
2515,"250-t112-clwe-250",Room,150,514,,
2502,office-scp1-clwa-office,Room,149,512,,
1384,"334hall-4003-clwa-334hall",Room,66,345,,
1982,"4219-3144-clwa-4219",Room,128,441,,
565,study-1012-clwg-study,Room,14,175,,
972,b200-839b-clwb-b200,Room,81,284,,
2389,"1207-8451-clwa-1207",Room,54,234,,
1141,a219a-113a2-clwb-a219a,Room,17,302,,
1128,b203-113b2-clwa-b203,Room,17,182,,
1351,"101b-3171-clwa-101b",Room,99,340,,
1309,"203-3032-clwa-203",Room,26,326,,
1540,"334-6003-clwa-334",Room,109,369,,
1081,a105-113a1-clwa-a105,Room,17,302,,
2458,"250-c042-clwf-250",Room,139,500,,
2297,"4072hall-6534-clwa-4072hall",Room,135,483,,
1497,"121-5121-clwa-121",Room,33,207,,
1113,a132-113a1-clwb-a132,Room,17,302,,
1063,"260-1112-clwa-260",Room,63,296,,
1000,b410hall-845b-clwa-b410hall,Room,54,287,,
951,"3100hall-0083-clwa-3100hall",Room,3,281,,
617,westwing-3253-clwa-westwing,Room,29,201,,
2484,"200-i412-clwf-200",Room,144,505,,
1902,"3115-3083-clwa-3115",Room,27,435,,
2253,"2104-6112-clwa-2104",Room,134,477,,
2379,"1113hall-8431-clwa-1113hall",Room,82,494,,
1875,"1120-3081-clwa-1120",Room,27,198,,
1028,-9-0901t-clwa-009,Room,83,289,,
1891,"2141-3082-clwa-2141",Room,27,434,,
1782,"2206-2132-clwa-2206",Room,126,418,,
1440,"235hall-4152-clwa-235hall",Room,103,352,,
2126,-3302-5173b-clwa-3302,Room,133,471,,
2058,hwy-3212-4023-clwa-hwy-3212,Room,130,455,,
1135,g205-113g2-clwd-g205,Room,17,301,,
1799,"2334-hallway-2142-clwa-2334-hallway",Room,71,423,,
1435,"124-4151-clwb-124",Room,103,351,,
716,lounge-8001-clwa-lounge,Room,49,229,,
1657,a112hall-8131-clwa-a112hall,Room,119,395,,
1843,"1200-2221-clwd-1200",Room,22,192,,
945,"3060hall-0083-clwa-3060hall",Room,3,281,,
906,G005-721b-clwb-G005,Room,47,278,,
1739,"300-8393-clwa-300",Room,81,409,,
2483,"200-i412-clwe-200",Room,144,505,,
1156,a229-113a2-clwf-a229,Room,17,302,,
1390,hwy410-4004-clwa-hwy410,Room,66,346,,
2469,commons-e331-clwb-commons,Room,142,503,,
1282,"174-3021-clwa-174",Room,25,195,,
1202,"105-2021-clwa-105",Room,86,306,,
1909,"3418-3083-clwa-3418",Room,27,435,,
2267,"3200-6113-clwa-3200",Room,134,478,,
2206,"3000-6053-clwa-3000",Room,40,219,,
2352,"1108-8361-clwa-1108",Room,53,233,,
842,"2001-0032-clwa-2001",Room,65,264,,
1844,"1200-2221-clwe-1200",Room,22,192,,
1583,"100-6101-clwg-100",Room,77,374,,
2325,"4042-7214-clwa-4042",Room,47,486,,
1761,"1117-1051-clwa-1117",Room,16,181,,
1977,"4051-3144-clwa-4051",Room,128,441,,
550,complab-903b-clwb-complab,Room,10,171,,
1375,"211-4002-clwa-211",Room,66,344,,
2314,"3006-7213-clwa-3006",Room,47,485,,
620,lobby-4011-clwa-lobby,Room,30,203,,
1720,"144hall-8391-clwa-144hall",Room,81,407,,
1551,"100-6011-clwa-100",Room,39,216,,
2092,"3321hall-4173-clwa-3321hall",Room,73,463,,
2033,hallway-2006-4012-clwa-hallway-2006,Room,30,449,,
2351,"1047-8361-clwa-1047",Room,53,233,,
1251,"100-2121-clwg-100",Room,88,312,,
837,"1121-0031-clwb-1121",Room,65,263,,
822,-100-0071a-clwa-100,Room,2,161,,
1403,"563-4005-clwa-563",Room,66,347,,
1519,-585-5205a-clwa-585,Room,35,211,,
1584,"100-6101-clwh-100",Room,77,374,,
2407,"4001-8454-clwa-4001",Room,54,237,,
1805,"3260-2143-clwb-3260",Room,71,424,,
1670,p202hall-8172-clwa-p202hall,Room,120,397,,
1498,"202-5121-clwa-202",Room,33,207,,
936,"3010-0083-clwa-3010",Room,3,281,,
1203,"117-2021-clwa-117",Room,86,306,,
1039,"300-1023-clwa-300",Room,5,178,,
2235,"1010-6111-clwa-1010",Room,134,476,,
937,"3010hall-0083-clwa-3010hall",Room,3,281,,
2103,"3209Hall-5033-clwa-3209Hall",Room,74,466,,
985,"4230-0084-clwa-4230",Room,3,286,,
1565,"210-6012-clwa-210",Room,39,372,,
1049,"113-1031-clwa-113",Room,15,180,,
1817,"5204-hallway-2145-clwa-5204-hallway",Room,71,426,,
1073,"512-1115-clwa-512",Room,63,299,,
1208,"145-2021-clwa-145",Room,86,306,,
2064,"4122-4024-clwa-4122",Room,130,456,,
1631,"160-7221-clwa-160",Room,113,384,,
791,"373-0033-clwa-373",Room,65,254,,
1130,b203-113b2-clwc-b203,Room,17,182,,
767,"130a-0021-clwa-130a",Room,64,250,,
817,room3-5331-clwa-room3,Room,69,259,,
589,elev-hallway-2015-clwa-elev-hallway,Room,18,186,,
2127,-3304-5173b-clwa-3304,Room,133,471,,
724,lobby-8451-clwa-lobby,Room,54,234,,
1709,"269-8352-clwa-269",Room,124,406,,
558,signshop-0971-clwa-signshop,Room,13,174,,
2123,-2403-5172b-clwb-2403,Room,133,470,,
2401,"3101-8453-clwa-3101",Room,54,236,,
2432,"211-a012-clwa-211",Room,138,498,,
785,"410-0024-clwa-410",Room,64,253,,
1024,"5800-0085-clwb-5800",Room,3,164,,
824,-200-0072a-clwa-200,Room,2,261,,
1096,-c114hall-113c1-clwa-c114hall,Room,17,303,,
711,cohen-theater-7131-clwa-cohen-theater,Room,46,226,,
1405,"591-4005-clwa-591",Room,66,347,,
1267,"108-2301-clwa-108",Room,90,317,,
1106,g118d-113g1-clwd-g118d,Room,17,301,,
1391,"411-4004-clwa-411",Room,66,346,,
1246,"100-2121-clwb-100",Room,88,312,,
1947,"1425-3141-clwa-1425",Room,128,438,,
754,track-9111-clwa-track,Room,60,245,,
2018,"1302-3251-clwa-1302",Room,29,200,,
836,"1121-0031-clwa-1121",Room,65,263,,
739,east-9012-clwa-east,Room,57,241,,
1685,f110-8311-clwf-f110,Room,122,403,,
2260,"2310-6112-clwa-2310",Room,134,477,,
2388,"1029-8451-clwa-1029",Room,54,234,,
2095,"1216Hall-5031-clwa-1216Hall",Room,74,464,,
1320,"609hall-3036-clwa-609hall",Room,26,330,,
2036,"2169-4012-clwa-2169",Room,30,449,,
661,lecture-6051-clwg-lecture,Room,40,217,,
1055,"155-1111-clwa-155",Room,63,295,,
2032,"1134-4011-clwa-1134",Room,30,203,,
1021,"5620-0085-clwa-5620",Room,3,164,,
1949,"1429-3141-clwa-1429",Room,128,438,,
2507,comm-t002-clwa-comm,Room,150,514,,
2517,-200-t112a-clwb-200,Room,150,514,,
976,b502-839b-clwa-b502,Room,81,284,,
541,basement-102b-clwc-basement,Room,5,166,,
2541,"350-twr3-clwa-350",Room,153,520,,
1778,"4186-2114-clwa-4186",Room,6,415,,
2128,-3403-5173b-clwa-3403,Room,133,471,,
1965,"2231-3142-clwa-2231",Room,128,439,,
2310,"2038-7212-clwa-2038",Room,47,484,,
1235,"206f-hall-2102-clwa-206f-hall",Room,20,310,,
635,drumwest-5204b-clwa-drumwest,Room,35,210,,
2372,"3070-8363-clwb-3070",Room,53,492,,
2371,"3070-8363-clwa-3070",Room,53,492,,
2468,commons-e331-clwa-commons,Room,142,503,,
656,lecture-6051-clwd-lecture,Room,40,217,,
1717,"140-8391-clwa-140",Room,81,407,,
1800,"2556-hallway-2142-clwa-2556-hallway",Room,71,423,,
1820,"5343-hallway-2145-clwa-5343-hallway",Room,71,426,,
563,study-1012-clwe-study,Room,14,175,,
1754,"201-9012-clwa-201",Room,57,241,,
2539,suite-f-twr1-clwb-suite-f,Room,153,518,,
1700,aud189-8351-clwe-aud189,Room,124,405,,
1487,"282-5022-clwa-282",Room,68,358,,
1922,"4430-3084-clwa-4430",Room,27,436,,
1679,e118hall-8271-clwa-e118hall,Room,52,232,,
847,"2009-0032-clwb-2009",Room,65,264,,
1358,"101-4001-clwb-101",Room,66,343,,
1979,"4065-3144-clwa-4065",Room,128,441,,
1020,"5610-0085-clwa-5610",Room,3,164,,
1610,"104hall-6251-clwa-104hall",Room,110,378,,
1530,"129hall-6001-clwa-129hall",Room,109,367,,
2106,"3416-5033-clwa-3416",Room,74,466,,
2399,"2200-8452-clwc-2200",Room,54,235,,
2240,"1070-6111-clwa-1070",Room,134,476,,
2174,-6305hall-5206a-clwa-6305hall,Room,35,212,,
850,"2038hall-0032-clwa-2038hall",Room,65,264,,
1400,"539-4005-clwa-539",Room,66,347,,
1762,"2000-1052-clwa-2000",Room,16,294,,
803,"202-0042-clwa-202",Room,67,257,,
1496,"106-5121-clwa-106",Room,33,207,,
2044,hallway-5042-4015-clwa-hallway-5042,Room,30,452,,
1612,"128-6251-clwa-128",Room,110,378,,
2162,"3025hallway-5193-clwa-3025hallway",Room,75,475,,
1671,p206hall-8172-clwa-p206hall,Room,120,397,,
1422,"230-4132-clwa-230",Room,102,350,,
2438,"150-c001-clwc-150",Room,139,499,,
542,MDF-211b-clwa-MDF,Room,6,167,,
2171,"3622hallway-5193-clwa-3622hallway",Room,75,475,,
2394,"2000-8452-clwa-2000",Room,54,235,,
2329,"2202-7272-clwa-2202",Room,136,487,,
1471,"134-5021-clwb-134",Room,68,357,,
537,elevator-0085-clwa-elevator,Room,3,164,,
1416,"120-4131-clwa-120",Room,102,349,,
742,stewart-9012-clwa-stewart,Room,57,241,,
1561,"178-6011-clwb-178",Room,39,216,,
1338,"100-3051-clwc-100",Room,96,336,,
977,b700c-839b-clwa-b700c,Room,81,284,,
1260,"223-2212-clwa-223",Room,21,314,,
1988,"5065-3145-clwa-5065",Room,128,442,,
2225,"3610-6053-clwa-3610",Room,40,219,,
1271,"109-2321-clwa-109",Room,92,321,,
1009,g317hall-850b-clwa-g317hall,Room,55,288,,
2198,"2600-6052-clwa-2600",Room,40,218,,
1770,"1148b-2111-clwa-1148b",Room,6,412,,
1648,"109f-8101-clwa-109f",Room,117,392,,
2014,w3330hall-3213a-clwa-w3330hall,Room,129,446,,
1838,"1100-2221-clwa-1100",Room,22,192,,
1346,-100-3131a-clwa-100,Room,97,338,,
831,"1056hall-0031-clwa-1056hall",Room,65,263,,
1027,-7-0901t-clwa-007,Room,83,289,,
660,lecture-6051-clwf-lecture,Room,40,217,,
1850,"2100-2222-clwa-2100",Room,22,430,,
1415,"100-4111-clwJ-100",Room,101,348,,
997,b111hall-845b-clwa-b111hall,Room,54,287,,
688,juicebar-6801-clwa-juicebar,Room,41,220,,
2159,"2400-5192-clwa-2400",Room,75,474,,
908,G010-721b-clwa-G010,Room,47,278,,
1958,"2039-3142-clwa-2039",Room,128,439,,
1160,g244-113g2-clwa-g244,Room,17,301,,
2096,"1310b-5031-clwa-1310b",Room,74,464,,
2246,"1128-6111-clwa-1128",Room,134,476,,
1429,"118-4151-clwb-118",Room,103,351,,
949,"3083hall-0083-clwa-3083hall",Room,3,281,,
1307,"201-3032-clwa-201",Room,26,326,,
2023,"2301-3252-clwa-2301",Room,29,448,,
821,"124-0061-clwa-124",Room,70,260,,
2442,"150-c001-clwg-150",Room,139,499,,
1177,"100-2001-clwc-100",Room,85,304,,
531,courtyard-0082-clwa-courtyard,Room,3,163,,
710,right-ent-7111-clwa-right-ent,Room,45,225,,
1254,"112-2211-clwa-112",Room,21,191,,
1827,"1306-2151-clwb-1306",Room,127,427,,
2481,"200-i412-clwc-200",Room,144,505,,
1491,"426-5024-clwa-426",Room,68,360,,
2324,"4030-7214-clwa-4030",Room,47,486,,
1904,"3130-3083-clwa-3130",Room,27,435,,
1376,"237-4002-clwa-237",Room,66,344,,
2356,"2011hall-8362-clwa-2011hall",Room,53,491,,
1111,a131-113a1-clwa-a131,Room,17,302,,
2194,"2210-6052-clwa-2210",Room,40,218,,
2196,"2500-6052-clwb-2500",Room,40,218,,
1750,"354hall-8393-clwa-354hall",Room,81,409,,
606,terminal-2381-clwa-terminal,Room,24,194,,
1283,"174-3021-clwb-174",Room,25,195,,
1703,aud189-8351-clwh-aud189,Room,124,405,,
971,b200-839b-clwa-b200,Room,81,284,,
2378,"1105hall-8431-clwa-1105hall",Room,82,494,,
2002,-111-3211b-clwa-e1114,Room,129,444,,
1597,"307hall-6103-clwa-307hall",Room,77,376,,
1396,"481-4004-clwa-481",Room,66,346,,
2233,"3750-6053-clwa-3750",Room,40,219,,
1187,"220A-2012-clwb-220A",Room,18,305,,
2085,"2940-4042-clwa-2940",Room,132,460,,
1892,"2150-3082-clwa-2150",Room,27,434,,
1326,"729hall-3037-clwa-729hall",Room,26,331,,
1554,"112-6011-clwa-112",Room,39,216,,
622,cavern-5001-clwb-cavern,Room,31,204,,
2480,"200-i412-clwb-200",Room,144,505,,
2472,"250-i312-clwa-250",Room,144,505,,
1068,"354-1113-clwa-354",Room,63,297,,
1289,"193-3021-clwa-193",Room,25,195,,
1410,"100-4111-clwe-100",Room,101,348,,
2137,"1200-5191-clwa-1200",Room,75,473,,
944,"3060-0083-clwa-3060",Room,3,281,,
1303,"432-3024-clwa-432",Room,25,325,,
2412,"4100-8454-clwa-4100",Room,54,237,,
1210,"155-2021-clwa-155",Room,86,306,,
1914,"4121-3084-clwa-4121",Room,27,436,,
783,"405hall-0024-clwa-405hall",Room,64,253,,
2309,"2037-7212-clwd-2037",Room,47,484,,
1573,"262-6012-clwa-262",Room,39,372,,
2503,"108hall-t001-clwa-108hall",Room,150,513,,
1204,"119-2021-clwa-119",Room,86,306,,
2306,"2037-7212-clwa-2037",Room,47,484,,
2119,-2242-5172a-clwa-2242,Room,133,470,,
2501,a-clubhouse-pv2500-clwa-clubhouse,Room,148,511,,
1273,"112mdf-2321-clwa-112mdf",Room,92,321,,
2216,"3255-6053-clwa-3255",Room,40,219,,
696,fitnesslab-6801-clwc-fitnesslab,Room,41,220,,
1566,"220-6012-clwa-220",Room,39,372,,
2283,"1010-6531-clwa-1010",Room,135,480,,
533,patio-0082-clwa-patio,Room,3,163,,
1535,"230-6002-clwa-230",Room,109,368,,
2016,s4211-3214a-clwa-s4211,Room,129,447,,
1907,"3207-3083-clwa-3207",Room,27,435,,
1801,"3209-hallway-2143-clwa-3209-hallway",Room,71,424,,
1552,"105-6011-clwa-105",Room,39,216,,
